event_date,user_id,gender,age,os,views,likes
2025-02-22,77216,1,22,Android,33,13
2025-02-22,62155,1,26,Android,9,0
2025-02-22,119923,1,18,Android,46,13
2025-02-22,37464,1,20,Android,38,5
2025-02-22,26047,0,31,iOS,25,8
2025-02-22,4611,1,20,iOS,18,5
2025-02-22,153861,1,38,iOS,41,14
2025-02-22,15456,1,19,iOS,29,9
2025-02-22,76367,0,30,Android,42,9
2025-02-22,76948,0,31,Android,17,4
2025-02-22,69287,0,20,iOS,24,6
2025-02-22,152952,1,22,Android,27,6
2025-02-22,49905,1,50,iOS,8,2
2025-02-22,18668,1,45,Android,23,2
2025-02-22,52314,0,33,Android,12,4
2025-02-22,70999,1,38,Android,11,3
2025-02-22,163757,0,19,Android,13,8
2025-02-22,164072,1,21,iOS,67,14
2025-02-22,82239,1,52,iOS,50,7
2025-02-22,68970,0,15,Android,27,2
2025-02-22,121494,0,21,Android,33,13
2025-02-22,22066,1,18,Android,40,12
2025-02-22,137892,1,20,iOS,35,6
2025-02-22,129216,1,28,Android,24,5
2025-02-22,69847,0,15,iOS,28,5
2025-02-22,126817,0,20,iOS,11,3
2025-02-22,27394,1,18,Android,28,5
2025-02-22,146298,0,46,Android,66,20
2025-02-22,31163,1,19,iOS,34,6
2025-02-22,77097,1,20,Android,12,1
2025-02-22,116941,1,37,iOS,17,6
2025-02-22,148483,1,22,Android,32,6
2025-02-22,149399,1,20,Android,10,4
2025-02-22,78771,0,30,Android,19,2
2025-02-22,5026,1,27,iOS,32,7
2025-02-22,14866,1,34,Android,12,5
2025-02-22,51881,1,39,iOS,26,7
2025-02-22,22412,1,24,iOS,38,7
2025-02-22,151762,1,17,iOS,8,1
2025-02-22,108483,0,25,Android,50,9
2025-02-22,83206,0,31,Android,24,7
2025-02-22,136119,1,23,Android,38,5
2025-02-22,113839,0,22,Android,28,2
2025-02-22,69736,1,24,Android,60,11
2025-02-22,5514,0,20,iOS,20,4
2025-02-22,65821,1,36,Android,37,14
2025-02-22,134790,1,22,Android,94,17
2025-02-22,81360,1,22,Android,57,12
2025-02-22,19316,1,48,Android,54,7
2025-02-22,14723,1,29,Android,22,5
2025-02-22,112933,0,49,iOS,7,1
2025-02-22,34542,1,20,Android,51,6
2025-02-22,157750,1,23,Android,27,4
2025-02-22,56670,0,17,Android,48,8
2025-02-22,150302,1,18,iOS,18,1
2025-02-22,156507,1,20,Android,11,1
2025-02-22,162726,1,36,Android,12,3
2025-02-22,128181,0,20,Android,28,9
2025-02-22,72877,1,52,Android,43,16
2025-02-22,35266,1,41,Android,42,13
2025-02-22,17242,0,16,Android,17,4
2025-02-22,168550,1,41,Android,37,5
2025-02-22,73910,0,22,Android,24,5
2025-02-22,156597,1,19,Android,27,7
2025-02-22,145187,0,64,iOS,11,3
2025-02-22,71868,0,21,Android,15,3
2025-02-22,73476,1,27,iOS,91,17
2025-02-22,83161,1,44,Android,26,4
2025-02-22,28193,1,21,Android,14,1
2025-02-22,72835,0,42,Android,25,7
2025-02-22,5113,1,23,Android,17,6
2025-02-22,139050,1,16,iOS,39,6
2025-02-22,162554,0,37,Android,41,7
2025-02-22,156537,0,54,iOS,7,2
2025-02-22,164870,0,48,Android,72,11
2025-02-22,157039,1,35,Android,11,2
2025-02-22,59169,0,27,Android,24,11
2025-02-22,108437,1,41,Android,22,5
2025-02-22,77125,1,16,Android,58,12
2025-02-22,124549,1,36,Android,55,12
2025-02-22,79041,1,31,iOS,14,3
2025-02-22,166326,0,29,Android,11,2
2025-02-22,126775,0,25,iOS,36,8
2025-02-22,160444,1,41,iOS,66,9
2025-02-22,16061,1,27,Android,21,4
2025-02-22,150609,0,20,Android,24,2
2025-02-22,167098,1,21,iOS,13,1
2025-02-22,895,1,37,Android,28,2
2025-02-22,7937,0,17,Android,44,7
2025-02-22,65660,1,15,Android,13,1
2025-02-22,38469,0,42,Android,51,8
2025-02-22,32357,0,29,Android,60,7
2025-02-22,82882,1,21,iOS,34,9
2025-02-22,121943,0,67,Android,8,3
2025-02-22,29776,0,29,iOS,24,2
