event_date,user_id,age,gender,os,messages_sent,messages_received,users_received,users_sent
2025-02-21,120120,27,1,iOS,2,0,0,2
2025-02-21,117073,18,1,Android,5,0,0,5
2025-02-21,22697,60,1,iOS,8,0,0,2
2025-02-21,22477,36,0,Android,5,0,0,2
2025-02-21,123881,20,1,Android,5,1,1,5
2025-02-21,109529,17,1,iOS,12,1,1,11
2025-02-21,11363,26,0,Android,8,10,1,8
2025-02-21,123751,28,1,iOS,6,7,1,6
2025-02-21,10574,34,0,Android,5,9,1,2
2025-02-21,119120,27,1,iOS,4,15,1,4
2025-02-21,109840,23,1,Android,9,0,0,8
2025-02-21,6913,21,1,iOS,7,11,1,7
2025-02-21,9720,24,1,Android,2,18,1,2
2025-02-21,116807,45,1,iOS,6,0,0,2
2025-02-21,127927,36,1,Android,0,2,1,0
2025-02-21,124760,26,1,iOS,3,6,1,3
2025-02-21,8141,27,0,Android,11,24,1,9
2025-02-21,1454,40,0,Android,7,0,0,2
2025-02-21,123395,21,0,iOS,10,35,1,10
2025-02-21,11264,20,0,iOS,9,0,0,8
2025-02-21,108690,22,0,iOS,6,0,0,5
2025-02-21,125301,26,0,iOS,6,5,1,6
2025-02-21,123735,38,1,Android,6,5,1,2
2025-02-21,14231,27,0,Android,7,12,1,6
2025-02-21,125715,28,1,Android,7,0,0,7
2025-02-21,112125,20,0,Android,2,8,1,2
2025-02-21,118272,30,0,Android,2,1,1,2
2025-02-21,10715,20,1,iOS,10,14,1,10
2025-02-21,113691,22,0,Android,4,7,1,4
2025-02-21,129088,21,1,Android,8,15,1,8
2025-02-21,21305,49,1,Android,6,0,0,2
2025-02-21,22080,25,1,Android,4,1,1,4
2025-02-21,110029,22,0,Android,5,1,1,5
2025-02-21,14949,21,0,iOS,14,5,1,13
2025-02-21,108533,22,0,Android,4,9,1,4
2025-02-21,2455,22,0,Android,3,0,0,3
2025-02-21,9454,26,0,Android,5,0,0,5
2025-02-21,21281,19,0,iOS,6,0,0,6
2025-02-21,118575,15,1,iOS,10,3,1,2
2025-02-21,125802,25,1,Android,3,2,1,3
2025-02-21,125703,30,0,Android,14,16,1,13
2025-02-21,120138,20,0,Android,7,14,1,7
2025-02-21,111742,25,0,iOS,12,14,1,9
2025-02-21,123488,44,1,Android,4,0,0,2
2025-02-21,123206,17,0,iOS,4,9,1,3
2025-02-21,12534,39,1,Android,12,4,1,4
2025-02-21,128760,20,0,iOS,2,3,1,2
2025-02-21,15236,20,0,Android,3,0,0,3
2025-02-21,9287,15,1,iOS,14,9,1,10
2025-02-21,16757,46,1,iOS,2,0,0,1
2025-02-21,18628,23,0,Android,7,13,1,7
2025-02-21,117792,34,1,Android,6,1,1,2
2025-02-21,113894,32,1,Android,6,2,1,1
