event_date,user_id,gender,age,os,views,likes
2025-02-20,111702,0,20,iOS,39,10
2025-02-20,50637,1,32,Android,17,3
2025-02-20,130264,1,57,Android,49,7
2025-02-20,166892,0,29,Android,48,4
2025-02-20,123218,0,29,Android,28,5
2025-02-20,151206,1,20,iOS,41,10
2025-02-20,134806,0,22,Android,12,6
2025-02-20,144187,0,31,iOS,31,10
2025-02-20,137270,0,22,Android,20,8
2025-02-20,140179,1,18,Android,20,6
2025-02-20,156284,1,15,Android,36,11
2025-02-20,65669,0,22,Android,19,3
2025-02-20,80734,1,19,Android,27,9
2025-02-20,36674,1,15,iOS,18,3
2025-02-20,163969,0,51,iOS,16,4
2025-02-20,73273,0,20,iOS,44,6
2025-02-20,71635,0,37,Android,40,11
2025-02-20,152032,1,19,Android,47,13
2025-02-20,60117,0,37,Android,64,18
2025-02-20,155845,1,19,iOS,40,7
2025-02-20,37080,0,27,Android,40,9
2025-02-20,145473,1,53,iOS,62,30
2025-02-20,164688,1,24,Android,35,8
2025-02-20,28780,1,17,iOS,54,14
2025-02-20,76639,1,31,Android,71,13
2025-02-20,64318,1,31,iOS,42,9
2025-02-20,144029,1,18,Android,15,1
2025-02-20,121587,1,21,Android,19,2
2025-02-20,165959,1,22,Android,15,5
2025-02-20,139388,1,44,Android,13,5
2025-02-20,80907,1,15,Android,42,10
2025-02-20,132389,1,18,iOS,19,5
2025-02-20,62577,0,23,Android,37,4
2025-02-20,63525,1,20,iOS,42,10
2025-02-20,149979,0,21,Android,40,8
2025-02-20,143185,1,32,Android,56,13
2025-02-20,61195,1,21,iOS,32,7
2025-02-20,152378,0,21,Android,29,10
2025-02-20,119863,1,18,iOS,64,9
2025-02-20,166281,0,50,Android,35,9
2025-02-20,115883,1,37,Android,34,3
2025-02-20,60001,1,31,iOS,10,2
2025-02-20,67590,0,26,Android,20,5
2025-02-20,17417,1,19,iOS,38,6
2025-02-20,34447,0,24,Android,26,10
2025-02-20,111151,0,17,Android,30,8
2025-02-20,149732,1,29,Android,20,4
2025-02-20,18425,0,21,iOS,25,11
2025-02-20,62963,0,21,Android,47,8
2025-02-20,145064,1,29,Android,10,3
2025-02-20,81439,1,44,Android,32,11
2025-02-20,144826,1,16,Android,11,1
2025-02-20,144564,1,45,Android,34,7
2025-02-20,116225,0,30,Android,28,10
2025-02-20,3144,1,20,iOS,63,16
2025-02-20,78905,0,22,Android,19,4
2025-02-20,165729,1,27,Android,55,16
2025-02-20,77413,1,28,Android,16,3
2025-02-20,76662,1,46,iOS,48,13
2025-02-20,112119,0,27,iOS,70,14
2025-02-20,164703,1,21,Android,54,13
2025-02-20,136980,0,23,Android,36,10
2025-02-20,129194,0,17,Android,18,4
2025-02-20,163588,0,21,Android,62,14
2025-02-20,75252,1,29,Android,84,21
