event_date,user_id,age,gender,os,messages_sent,messages_received,users_received,users_sent
2025-02-22,125554,22,0,Android,10,4,1,10
2025-02-22,9368,16,0,iOS,15,14,1,13
2025-02-22,123222,18,1,Android,10,6,1,10
2025-02-22,2636,25,1,Android,5,3,1,5
2025-02-22,114961,20,0,Android,3,3,1,3
2025-02-22,124538,35,0,iOS,1,0,0,1
2025-02-22,124731,20,1,Android,9,11,1,9
2025-02-22,127879,35,0,Android,3,0,0,2
2025-02-22,24239,38,1,iOS,7,0,0,2
2025-02-22,129264,19,1,Android,1,3,1,1
2025-02-22,8723,26,1,Android,3,1,1,2
2025-02-22,13014,21,1,Android,1,0,0,1
2025-02-22,108904,30,0,Android,5,7,1,5
2025-02-22,121424,30,1,Android,3,5,1,3
2025-02-22,125148,38,0,Android,3,0,0,2
2025-02-22,123268,24,1,Android,4,3,1,4
2025-02-22,21185,45,1,Android,6,0,0,2
2025-02-22,12784,21,1,Android,7,8,1,7
2025-02-22,118166,24,0,Android,2,4,1,2
2025-02-22,7910,15,0,iOS,5,10,1,5
2025-02-22,19841,18,1,Android,4,10,1,4
2025-02-22,14231,27,0,Android,2,0,0,2
2025-02-22,22358,38,1,iOS,3,0,0,2
2025-02-22,23463,32,1,Android,4,3,1,1
2025-02-22,128393,24,0,Android,3,2,1,3
2025-02-22,18946,20,0,Android,6,3,1,6
2025-02-22,16944,25,1,Android,11,3,1,11
2025-02-22,9676,30,0,iOS,4,0,0,4
2025-02-22,15212,21,1,iOS,3,0,0,3
2025-02-22,20936,40,0,Android,2,1,1,1
2025-02-22,15843,35,1,Android,3,0,0,2
2025-02-22,113199,31,1,iOS,5,3,1,5
2025-02-22,14025,19,0,Android,4,1,1,3
2025-02-22,124303,24,0,iOS,1,0,0,1
2025-02-22,125777,35,0,iOS,6,6,1,3
2025-02-22,118244,19,0,Android,3,1,1,3
2025-02-22,23738,41,0,iOS,1,0,0,1
2025-02-22,21281,19,0,iOS,3,0,0,3
2025-02-22,128382,21,0,iOS,8,0,0,8
2025-02-22,15190,16,1,Android,4,1,1,3
2025-02-22,24000,23,0,Android,6,7,1,6
