event_date,user_id,age,gender,os,messages_sent,messages_received,users_received,users_sent
2025-02-24,125554,22,0,Android,5,2,1,5
2025-02-24,117407,23,1,Android,3,5,1,3
2025-02-24,9368,16,0,iOS,3,3,1,3
2025-02-24,19464,19,1,Android,2,0,0,2
2025-02-24,16486,37,0,Android,6,4,1,2
2025-02-24,122877,20,0,iOS,8,8,1,8
2025-02-24,3485,20,1,Android,7,1,1,7
2025-02-24,116619,21,0,Android,4,7,1,4
2025-02-24,130061,43,1,iOS,4,3,1,2
2025-02-24,18169,39,0,Android,7,0,0,2
2025-02-24,9191,21,1,Android,2,4,1,2
2025-02-24,20834,18,1,iOS,9,17,1,8
2025-02-24,129264,19,1,Android,4,12,1,4
2025-02-24,13014,21,1,Android,4,6,1,4
2025-02-24,108904,30,0,Android,5,3,1,5
2025-02-24,130432,22,0,iOS,7,10,1,7
2025-02-24,11154,25,0,Android,6,4,1,6
2025-02-24,118985,29,1,iOS,6,10,1,6
2025-02-24,19085,16,1,Android,5,0,0,5
2025-02-24,23557,25,0,Android,10,4,1,10
2025-02-24,14231,27,0,Android,7,3,1,7
2025-02-24,123204,15,0,iOS,2,0,0,2
2025-02-24,4822,18,0,Android,3,4,1,3
2025-02-24,129088,21,1,Android,8,9,1,6
2025-02-24,18946,20,0,Android,2,1,1,2
2025-02-24,17686,19,1,Android,7,1,1,7
2025-02-24,128011,19,1,iOS,7,0,0,7
2025-02-24,116841,23,1,iOS,6,5,1,6
2025-02-24,113199,31,1,iOS,5,4,1,5
2025-02-24,11797,38,0,Android,13,2,1,4
2025-02-24,16504,33,1,Android,9,6,1,2
2025-02-24,21281,19,0,iOS,6,15,1,5
2025-02-24,128382,21,0,iOS,5,0,0,5
2025-02-24,9524,24,1,Android,4,0,0,4
2025-02-24,15802,21,0,iOS,5,2,1,5
2025-02-24,118436,20,0,Android,4,18,1,4
2025-02-24,126805,17,0,Android,2,0,0,2
2025-02-24,113885,16,0,Android,3,16,1,3
2025-02-24,15993,15,1,Android,9,6,1,3
2025-02-24,9590,20,0,Android,13,3,1,13
2025-02-24,23966,15,1,Android,3,4,1,2
2025-02-24,129248,35,0,Android,21,6,1,8
2025-02-24,16709,26,0,Android,9,10,1,9
2025-02-24,20627,41,0,iOS,1,0,0,1
2025-02-24,9405,25,1,Android,9,0,0,9
2025-02-24,129659,23,1,Android,7,12,1,7
2025-02-24,109202,23,1,Android,3,11,1,3
2025-02-24,20301,23,1,Android,3,0,0,3
2025-02-24,115843,22,0,Android,3,2,1,3
2025-02-24,10631,47,1,Android,6,0,0,5
2025-02-24,15704,24,1,iOS,4,224,1,4
2025-02-24,128440,23,1,Android,9,11,1,9
2025-02-24,130093,18,0,iOS,4,5,1,4
2025-02-24,116133,29,1,Android,9,1,1,8
2025-02-24,129787,24,1,Android,5,2,1,5
2025-02-24,127120,31,1,iOS,4,1,1,3
2025-02-24,16349,34,1,Android,3,1,1,3
2025-02-24,23846,21,0,iOS,3,0,0,3
2025-02-24,14731,20,0,Android,5,5,1,5
2025-02-24,121425,22,1,Android,3,5,1,3
2025-02-24,129865,20,1,iOS,6,0,0,6
2025-02-24,23970,21,1,Android,5,4,1,5
2025-02-24,108258,18,0,Android,9,12,1,9
2025-02-24,108099,34,1,Android,1,2,1,1
2025-02-24,22652,22,1,Android,11,0,0,10
2025-02-24,115271,15,0,Android,5,0,0,5
2025-02-24,124748,22,0,iOS,4,0,0,4
2025-02-24,117495,25,1,iOS,2,10,1,2
2025-02-24,17393,22,0,iOS,15,16,1,15
2025-02-24,13591,38,0,Android,1,0,0,1
2025-02-24,17227,22,0,iOS,7,18,1,7
2025-02-24,22656,21,1,iOS,3,5,1,3
2025-02-24,127945,54,0,iOS,2,0,0,2
2025-02-24,121158,32,1,Android,6,7,1,4
2025-02-24,118680,30,0,Android,12,19,1,10
2025-02-24,119542,16,1,Android,11,0,0,9
2025-02-24,120901,40,1,Android,12,2,1,2
2025-02-24,128823,37,1,iOS,1,1,1,1
2025-02-24,19314,31,1,Android,9,7,1,9
2025-02-24,15984,17,1,Android,6,0,0,5
2025-02-24,129708,16,1,Android,5,10,1,4
2025-02-24,130490,32,1,iOS,10,7,1,6
