event_date,user_id,gender,age,os,views,likes
2025-02-19,54868,0,33,Android,49,12
2025-02-19,16719,1,22,iOS,38,17
2025-02-19,166894,0,34,iOS,38,3
2025-02-19,141975,0,49,Android,43,7
2025-02-19,166271,1,16,Android,26,4
2025-02-19,66298,0,26,iOS,10,3
2025-02-19,165734,0,21,Android,27,6
2025-02-19,80120,1,38,Android,21,4
2025-02-19,43502,0,18,Android,34,11
2025-02-19,141603,1,18,iOS,44,16
2025-02-19,55202,0,18,Android,34,8
2025-02-19,57201,1,34,iOS,52,11
2025-02-19,147926,1,21,Android,29,4
2025-02-19,139401,0,28,Android,16,8
2025-02-19,156401,0,17,Android,64,13
2025-02-19,4016,1,15,Android,33,9
2025-02-19,137551,1,24,Android,23,8
2025-02-19,128839,0,20,Android,47,12
2025-02-19,61747,1,42,Android,26,7
2025-02-19,163835,1,25,iOS,20,3
2025-02-19,118464,0,24,Android,56,12
2025-02-19,68466,0,18,iOS,12,2
2025-02-19,35100,0,28,Android,14,2
2025-02-19,73855,1,27,Android,23,6
2025-02-19,121105,0,21,Android,31,8
2025-02-19,116079,1,33,Android,17,4
2025-02-19,157432,1,39,iOS,58,14
2025-02-19,27827,1,15,Android,33,8
2025-02-19,70530,1,30,iOS,35,10
2025-02-19,62224,0,19,Android,28,7
2025-02-19,67336,0,21,iOS,16,4
2025-02-19,153411,0,29,iOS,23,8
2025-02-19,58129,0,16,iOS,20,2
2025-02-19,22904,0,32,iOS,46,6
2025-02-19,155459,0,18,Android,12,3
2025-02-19,78494,1,37,iOS,27,5
2025-02-19,66995,1,26,Android,30,5
2025-02-19,49701,1,38,Android,43,12
2025-02-19,114175,1,17,iOS,16,3
2025-02-19,60679,1,23,Android,26,3
2025-02-19,16177,1,19,Android,11,4
2025-02-19,76936,0,16,Android,41,6
2025-02-19,156069,1,47,iOS,31,7
2025-02-19,167448,0,43,Android,51,8
2025-02-19,168124,1,21,iOS,12,0
2025-02-19,150947,0,29,Android,11,3
2025-02-19,10264,1,16,Android,32,6
2025-02-19,129301,0,41,Android,13,3
2025-02-19,81078,1,21,Android,35,12
2025-02-19,126949,0,54,iOS,14,1
2025-02-19,157122,1,25,iOS,20,5
2025-02-19,114102,0,37,Android,16,2
2025-02-19,147690,0,15,Android,20,2
2025-02-19,70715,1,21,Android,46,13
2025-02-19,38938,0,15,Android,34,10
2025-02-19,123346,0,18,iOS,23,5
2025-02-19,50309,1,27,Android,36,4
2025-02-19,121877,1,46,Android,18,2
2025-02-19,76372,0,15,Android,1,0
2025-02-19,167721,1,31,Android,12,4
2025-02-19,24246,0,30,iOS,25,7
2025-02-19,17185,0,26,Android,24,7
2025-02-19,68061,0,21,iOS,27,5
2025-02-19,18156,0,16,iOS,15,4
2025-02-19,117086,1,28,Android,42,9
2025-02-19,158211,0,17,Android,34,2
2025-02-19,77423,1,20,iOS,39,7
2025-02-19,50724,1,17,iOS,14,3
2025-02-19,80884,0,18,iOS,26,6
2025-02-19,113477,1,21,Android,50,8
2025-02-19,142075,0,19,iOS,33,7
2025-02-19,163883,1,18,iOS,33,9
2025-02-19,165425,1,21,Android,13,1
2025-02-19,78449,1,24,iOS,17,2
2025-02-19,80519,1,31,Android,54,13
2025-02-19,76251,0,16,iOS,16,5
2025-02-19,61754,1,34,iOS,23,7
2025-02-19,70043,0,42,iOS,53,12
2025-02-19,152217,0,21,iOS,59,14
2025-02-19,125687,0,28,iOS,11,2
2025-02-19,139980,1,17,Android,24,6
2025-02-19,132019,1,16,Android,53,7
2025-02-19,152510,0,47,iOS,61,12
2025-02-19,130346,0,17,iOS,49,5
2025-02-19,109500,1,23,Android,42,4
2025-02-19,78341,1,34,Android,23,5
2025-02-19,114884,1,21,Android,21,3
2025-02-19,107637,0,25,iOS,21,7
2025-02-19,3528,1,40,Android,8,2
2025-02-19,165512,0,19,Android,22,4
2025-02-19,50593,0,52,Android,54,13
2025-02-19,124768,1,21,Android,33,5
2025-02-19,80037,0,23,Android,32,12
2025-02-19,122770,1,24,Android,39,5
2025-02-19,24812,1,21,Android,30,4
2025-02-19,80569,0,39,Android,17,1
2025-02-19,78504,1,18,iOS,54,22
2025-02-19,74144,1,42,iOS,23,4
2025-02-19,77769,1,16,Android,11,3
2025-02-19,156270,0,26,Android,30,6
2025-02-19,26189,0,21,iOS,76,13
2025-02-19,24371,1,42,Android,48,14
2025-02-19,136888,0,27,Android,41,12
2025-02-19,76618,0,20,Android,19,4
2025-02-19,164669,0,27,iOS,20,6
2025-02-19,70414,1,18,Android,38,11
2025-02-19,121390,1,20,Android,28,3
2025-02-19,138525,1,18,Android,27,16
2025-02-19,154632,1,34,Android,17,2
2025-02-19,24372,0,37,iOS,48,12
2025-02-19,79739,0,20,Android,37,6
2025-02-19,80691,0,40,iOS,24,6
2025-02-19,150601,0,23,Android,44,7
2025-02-19,161924,0,27,Android,31,5
2025-02-19,64756,1,41,iOS,29,7
2025-02-19,77278,1,33,Android,31,9
2025-02-19,77114,0,19,iOS,26,4
2025-02-19,58656,0,21,Android,38,6
2025-02-19,163728,1,15,Android,30,10
2025-02-19,135942,0,52,Android,12,2
2025-02-19,71086,1,47,Android,39,5
2025-02-19,72927,1,28,Android,70,11
2025-02-19,64327,1,44,Android,22,6
2025-02-19,75260,1,50,iOS,61,18
2025-02-19,164740,0,43,iOS,46,7
2025-02-19,720,0,29,Android,66,8
2025-02-19,69367,0,37,iOS,34,6
2025-02-19,35041,0,42,iOS,28,9
2025-02-19,166522,1,37,Android,44,10
2025-02-19,129820,1,46,iOS,12,2
2025-02-19,63866,0,54,iOS,10,5
2025-02-19,165049,0,25,iOS,15,2
2025-02-19,80230,1,29,Android,35,6
2025-02-19,74082,1,18,Android,49,14
2025-02-19,64313,1,45,Android,21,6
2025-02-19,115307,0,19,Android,38,6
2025-02-19,156432,0,26,Android,49,9
2025-02-19,132024,1,17,Android,27,4
2025-02-19,73444,0,22,iOS,107,15
2025-02-19,109030,1,44,iOS,28,8
2025-02-19,74939,0,23,Android,44,5
2025-02-19,120234,1,23,Android,25,5
2025-02-19,161897,1,33,Android,23,7
2025-02-19,48558,1,15,Android,45,7
2025-02-19,157734,0,20,iOS,21,2
2025-02-19,69965,0,35,iOS,27,5
2025-02-19,127260,1,26,Android,15,4
2025-02-19,125167,1,23,Android,17,2
2025-02-19,153145,1,15,Android,38,6
2025-02-19,149924,1,27,iOS,13,4
2025-02-19,160809,1,16,Android,12,4
2025-02-19,123094,0,15,Android,43,3
2025-02-19,136321,0,27,Android,69,10
