event_date,user_id,gender,age,os,views,likes
2025-02-23,164694,1,47,iOS,42,7
2025-02-23,70668,1,17,Android,46,23
2025-02-23,84442,1,31,Android,22,3
2025-02-23,57002,1,32,Android,21,2
2025-02-23,37433,1,24,iOS,16,3
2025-02-23,19525,0,19,Android,25,5
2025-02-23,78554,1,14,Android,18,3
2025-02-23,80721,1,16,Android,54,20
2025-02-23,166171,1,38,iOS,17,1
2025-02-23,142060,1,19,Android,86,22
2025-02-23,128641,0,20,iOS,52,9
2025-02-23,150150,1,34,Android,9,2
2025-02-23,78283,1,17,Android,45,9
2025-02-23,65117,1,19,Android,39,11
2025-02-23,83061,1,17,iOS,41,8
2025-02-23,125948,1,26,Android,47,19
2025-02-23,78417,1,33,iOS,27,5
2025-02-23,78261,1,16,Android,19,5
2025-02-23,84491,0,25,Android,44,13
2025-02-23,79250,0,29,iOS,22,4
2025-02-23,66939,1,14,Android,72,9
2025-02-23,107838,1,23,iOS,51,9
2025-02-23,157990,0,24,Android,52,9
2025-02-23,82337,1,29,Android,50,8
2025-02-23,158044,0,21,Android,39,14
2025-02-23,81502,0,42,Android,32,10
2025-02-23,106881,1,20,Android,30,5
2025-02-23,20888,1,18,iOS,49,10
2025-02-23,75843,1,32,Android,51,7
2025-02-23,79568,1,24,iOS,14,2
2025-02-23,84863,0,41,Android,39,7
2025-02-23,145724,0,25,Android,31,12
2025-02-23,128479,1,22,Android,13,2
2025-02-23,38542,0,26,Android,14,3
2025-02-23,148221,1,32,Android,31,7
2025-02-23,79723,1,44,Android,42,8
2025-02-23,12020,1,21,Android,26,6
2025-02-23,125755,0,29,Android,27,5
2025-02-23,30416,0,18,Android,12,3
2025-02-23,144513,0,55,iOS,32,6
2025-02-23,138373,0,24,Android,117,15
2025-02-23,123828,1,32,iOS,20,2
2025-02-23,150323,0,58,Android,36,7
2025-02-23,11673,1,40,Android,80,13
2025-02-23,157785,0,41,Android,64,8
2025-02-23,114507,0,26,iOS,7,1
2025-02-23,52965,0,41,Android,11,3
2025-02-23,130038,1,23,Android,38,4
2025-02-23,72555,0,20,Android,25,2
2025-02-23,154514,0,15,iOS,41,5
2025-02-23,117688,0,31,Android,41,11
2025-02-23,129421,1,32,iOS,7,3
2025-02-23,162804,1,43,iOS,50,12
2025-02-23,126711,1,45,iOS,62,7
2025-02-23,22004,1,23,iOS,54,8
2025-02-23,123087,1,17,iOS,81,10
2025-02-23,56281,1,16,iOS,15,3
2025-02-23,154799,1,32,Android,36,8
2025-02-23,109628,1,23,Android,27,3
2025-02-23,3092,1,23,Android,30,4
2025-02-23,30909,1,38,Android,44,12
2025-02-23,82888,1,45,Android,34,8
2025-02-23,6380,0,18,Android,26,1
2025-02-23,122044,1,17,iOS,35,6
2025-02-23,83997,0,25,Android,28,5
2025-02-23,77329,1,35,Android,11,1
2025-02-23,78447,0,23,Android,26,8
2025-02-23,81957,1,48,Android,52,11
2025-02-23,154784,0,37,iOS,18,6
2025-02-23,149799,1,18,iOS,46,9
2025-02-23,158165,0,23,Android,28,6
2025-02-23,115315,1,56,Android,55,9
2025-02-23,59597,0,23,Android,40,10
2025-02-23,25176,1,39,iOS,24,7
2025-02-23,69390,1,40,iOS,16,2
2025-02-23,34613,1,24,iOS,17,5
2025-02-23,79653,1,27,iOS,12,5
2025-02-23,123641,1,24,Android,27,4
2025-02-23,692,1,20,Android,24,6
2025-02-23,77307,1,32,Android,35,8
2025-02-23,139116,0,52,iOS,31,5
2025-02-23,141402,1,27,iOS,13,2
2025-02-23,135613,0,31,iOS,47,9
