event_date,user_id,age,gender,os,messages_sent,messages_received,users_received,users_sent
2025-02-23,22292,23,1,Android,8,9,1,8
2025-02-23,13179,38,0,Android,4,1,1,2
2025-02-23,9368,16,0,iOS,4,10,1,4
2025-02-23,127606,47,0,Android,8,0,0,2
2025-02-23,2416,24,1,Android,6,11,1,6
2025-02-23,113228,17,1,Android,4,4,1,4
2025-02-23,18585,32,1,Android,4,14,1,3
2025-02-23,118472,27,1,Android,3,7,1,3
2025-02-23,6385,16,0,Android,7,0,0,6
2025-02-23,11363,26,0,Android,5,18,1,5
2025-02-23,130061,43,1,iOS,6,0,0,2
2025-02-23,114961,20,0,Android,7,3,1,7
2025-02-23,114562,38,0,iOS,5,2,1,2
2025-02-23,18169,39,0,Android,5,0,0,2
2025-02-23,9191,21,1,Android,4,4,1,4
2025-02-23,124731,20,1,Android,16,15,1,16
2025-02-23,125702,22,0,Android,9,6,1,8
2025-02-23,20834,18,1,iOS,4,9,1,4
2025-02-23,24239,38,1,iOS,5,0,0,2
2025-02-23,129264,19,1,Android,4,7,1,4
2025-02-23,8723,26,1,Android,17,17,1,17
2025-02-23,130051,44,1,Android,6,0,0,1
2025-02-23,124608,16,0,Android,12,24,1,12
2025-02-23,129528,34,0,Android,4,10,1,2
2025-02-23,127825,21,1,Android,5,5,1,5
2025-02-23,125148,38,0,Android,2,1,1,1
2025-02-23,123268,24,1,Android,2,3,1,2
2025-02-23,23557,25,0,Android,6,0,0,6
2025-02-23,12784,21,1,Android,7,8,1,7
2025-02-23,7910,15,0,iOS,3,0,0,3
2025-02-23,22358,38,1,iOS,11,0,0,4
2025-02-23,123109,47,1,iOS,7,0,0,2
2025-02-23,128393,24,0,Android,4,0,0,4
2025-02-23,4822,18,0,Android,9,3,1,9
2025-02-23,129088,21,1,Android,2,2,1,2
2025-02-23,121093,23,1,iOS,4,3,1,4
2025-02-23,16944,25,1,Android,3,3,1,3
2025-02-23,128325,47,1,Android,3,0,0,3
2025-02-23,118244,19,0,Android,5,0,0,5
2025-02-23,16504,33,1,Android,6,0,0,3
2025-02-23,119894,16,1,Android,8,11,1,7
2025-02-23,15190,16,1,Android,7,1,1,7
2025-02-23,109636,19,1,iOS,9,29,1,8
2025-02-23,365,26,1,iOS,3,0,0,3
2025-02-23,109527,18,0,iOS,8,0,0,7
2025-02-23,4062,21,0,Android,9,23,1,9
2025-02-23,120886,18,0,Android,8,19,1,8
2025-02-23,19232,26,0,Android,7,11,1,7
2025-02-23,126292,43,1,Android,5,0,0,2
2025-02-23,126882,22,0,Android,4,4,1,4
2025-02-23,15993,15,1,Android,6,0,0,4
2025-02-23,130463,35,1,iOS,13,4,1,2
2025-02-23,110438,18,1,Android,3,0,0,3
2025-02-23,9405,25,1,Android,9,8,1,9
2025-02-23,107823,15,1,Android,8,11,1,7
2025-02-23,23879,50,1,Android,7,1,1,2
